,date,year,month,ccg_id,amoxicillin,ampicillin,benzylpenicillin-sodium,co-amoxiclav,flucloxacillin-magnesium,flucloxacillin-sodium,phenoxymethylpenicillin,piperacillin-tazobactam,pivmecillinam,temocillin,ticarcillin-clabulanic-acid,aztreonam,cefaclor,cefadroxil,cefalexin,ceferoxime-axetil,cefixime,cefotaxime-sodium,cefpodoxime,cefradine,ceftazidime,ceftriaxone-sodium,cefuroxime-sodium,ertapenem,imipenem-cilastatin,meropenem,mrsa_count
8626,2016-04-01,2016,4,145,123909,0,0,21117,0,62427,95691,0,0,0,0,0,221,10,9123,104,2,0,0,0,0,0,0,0,0,0,0.0
8627,2016-05-01,2016,5,145,113750,0,0,20726,0,64920,93148,0,0,0,0,0,14,70,7842,35,84,0,0,20,0,0,0,0,0,0,1.0
8628,2016-06-01,2016,6,145,111532,0,0,18064,0,67145,92001,0,0,0,0,0,100,0,8923,6,2,0,0,0,0,0,0,0,0,0,0.0
8629,2016-07-01,2016,7,145,99160,0,0,18542,0,70124,96811,0,0,0,0,0,56,0,7638,56,0,0,0,0,0,0,0,0,0,0,0.0
8630,2016-08-01,2016,8,145,77002,0,0,16131,0,74832,75577,0,0,0,0,0,121,0,9230,28,84,0,0,0,0,0,0,0,0,0,0.0
8631,2016-09-01,2016,9,145,103203,0,0,17912,0,92841,75690,0,0,0,0,0,0,0,7078,0,2,0,0,0,0,0,0,0,0,0,1.0
8632,2016-10-01,2016,10,145,137372,28,0,16590,0,66721,87362,0,0,0,0,0,0,0,7363,0,2,0,0,0,0,0,0,0,0,0,1.0
8633,2016-11-01,2016,11,145,189116,0,0,17260,0,62460,105613,0,10,0,0,0,100,0,6239,28,0,0,0,0,0,0,0,0,0,0,1.0
8634,2016-12-01,2016,12,145,216135,0,0,18700,0,56928,102530,0,0,0,0,0,14,0,6029,0,2,0,0,0,0,0,0,0,0,0,0.0
8635,2017-01-01,2017,1,145,186367,0,0,17243,0,64111,111736,0,0,0,0,0,0,10,6745,28,0,0,0,0,0,0,0,0,0,0,0.0
8636,2017-02-01,2017,2,145,151791,0,0,15910,0,61160,99442,0,0,0,0,0,100,0,6748,0,0,0,0,0,0,0,0,0,0,0,0.0
8637,2017-03-01,2017,3,145,154713,0,1,21969,0,71503,121505,0,34,0,0,0,114,0,8138,0,0,0,0,0,0,0,0,0,0,0,2.0
8638,2017-04-01,2017,4,145,121046,0,0,18043,0,57426,96985,0,0,0,0,0,410,0,5037,10,0,0,0,0,0,0,0,0,0,0,0.0
8639,2017-05-01,2017,5,145,126010,0,0,18733,0,72115,112877,0,0,0,0,0,0,0,6632,0,0,0,0,0,0,0,0,0,0,0,0.0
8640,2017-06-01,2017,6,145,100963,0,0,15817,0,72169,95078,0,0,0,0,0,0,0,6251,14,2,0,0,0,0,0,0,0,0,0,0.0
8641,2017-07-01,2017,7,145,103273,0,0,17660,0,71975,121223,0,20,0,0,0,200,0,7569,42,2,0,0,0,0,0,0,0,0,20,1.0
8642,2017-08-01,2017,8,145,83101,57,0,15991,0,71308,73843,0,66,0,0,0,0,0,7639,124,0,0,0,0,0,0,0,0,0,0,1.0
8643,2017-09-01,2017,9,145,109432,204,0,17796,0,68514,83663,0,94,0,0,0,0,0,8551,84,2,0,0,0,0,0,0,0,0,0,1.0
8644,2017-10-01,2017,10,145,153669,140,0,21195,0,74956,96148,0,92,0,0,0,0,0,6676,0,0,0,0,0,0,0,0,0,0,0,0.0
8645,2017-11-01,2017,11,145,187260,204,3,19644,0,64537,100476,0,92,0,0,0,21,0,8026,84,0,0,0,0,0,0,0,0,0,0,0.0
8646,2012-12-01,2012,12,146,491902,521,0,65881,0,49120,117674,0,0,0,0,0,2539,140,9725,105,0,0,10,2709,0,14,0,0,0,0,0.0
8647,2013-01-01,2013,1,146,371591,833,0,57068,0,58744,133161,0,0,0,0,0,2445,140,8825,147,2,0,0,2780,0,0,0,0,0,0,0.0
8648,2013-02-01,2013,2,146,337031,128,0,51764,0,57264,124882,4,0,0,0,0,2329,288,9093,70,2,0,0,2166,0,0,0,0,0,0,0.0
8649,2013-03-01,2013,3,146,278653,28,2,49885,0,53783,103283,0,0,0,0,0,1656,80,8151,182,0,0,0,2392,0,0,0,0,0,0,0.0
8650,2013-04-01,2013,4,146,236391,28,0,49437,0,59073,105696,0,0,0,0,0,1248,162,9658,28,4,0,0,2202,0,0,0,0,0,0,0.0
8651,2013-05-01,2013,5,146,243496,156,12,48545,0,63008,102797,0,0,0,0,0,1379,263,10642,56,0,0,0,2624,0,0,0,0,0,0,0.0
8652,2013-06-01,2013,6,146,209109,0,0,46776,0,59807,99155,0,0,0,0,0,905,108,9295,28,2,0,0,2106,0,0,0,0,0,0,0.0
8653,2013-07-01,2013,7,146,199172,0,0,51924,0,82719,103422,0,0,0,0,0,1348,138,10168,34,30,0,0,2988,0,7,0,0,0,0,0.0
8654,2013-08-01,2013,8,146,125984,105,0,44120,0,72409,75400,0,0,0,0,0,446,72,8198,28,0,0,0,2358,0,0,0,0,0,0,0.0
8655,2013-09-01,2013,9,146,185379,228,0,45418,0,60048,78002,0,0,0,0,0,772,104,7541,70,4,0,0,2387,0,0,0,0,0,0,1.0
8656,2013-10-01,2013,10,146,275268,0,0,51130,0,63857,94760,0,0,0,0,0,486,102,11168,70,202,0,0,2232,0,10,0,0,0,0,0.0
8657,2013-11-01,2013,11,146,324281,28,4,51920,0,60824,92734,0,0,0,0,0,1296,182,8630,56,0,2,0,2147,0,0,0,0,0,0,3.0
8658,2013-12-01,2013,12,146,418553,49,4,69353,0,54310,114238,0,0,0,0,0,635,82,10548,96,16,0,0,1912,0,10,0,10,0,0,0.0
8659,2014-01-01,2014,1,146,295244,28,0,60752,0,57566,95800,0,0,0,0,0,633,142,10574,0,2,0,0,2212,0,0,0,7,0,0,1.0
8660,2014-02-01,2014,2,146,315876,28,2,58828,0,57505,108076,0,0,0,0,0,811,166,8377,84,7,0,0,2026,0,0,0,0,0,0,0.0
8661,2014-03-01,2014,3,146,313762,0,0,63834,0,63658,129856,0,0,0,0,0,638,110,12680,98,0,0,0,2034,0,5,0,7,0,30,1.0
8662,2014-04-01,2014,4,146,253684,200,0,58681,0,59229,106710,0,0,0,0,0,316,68,10820,38,28,0,0,2062,0,0,0,0,0,0,0.0
8663,2014-05-01,2014,5,146,234669,0,0,55097,0,61499,107799,0,0,0,0,0,580,82,10238,76,28,0,0,1552,0,8,0,0,0,0,1.0
8664,2014-06-01,2014,6,146,202304,0,2,54592,0,62531,114312,0,0,0,0,0,1152,102,11301,42,0,0,0,1836,0,3,0,0,0,30,0.0
8665,2014-07-01,2014,7,146,177152,28,12,60396,0,77391,100378,0,120,0,0,0,660,20,10520,66,14,0,0,1912,0,0,0,0,0,0,0.0
8666,2014-08-01,2014,8,146,119548,0,2,46184,0,59151,74831,0,10,0,0,0,371,62,7625,112,14,0,0,1955,0,0,0,5,0,0,0.0
8667,2014-09-01,2014,9,146,179068,0,0,53286,0,72769,80872,0,0,0,0,0,501,102,11412,84,14,0,0,2183,0,3,0,0,0,0,1.0
8668,2014-10-01,2014,10,146,281794,0,2,59462,0,65242,96114,0,0,0,0,0,425,42,9961,56,7,0,0,1764,0,7,0,0,0,30,0.0
8669,2014-11-01,2014,11,146,317415,0,0,53400,0,58397,95574,0,28,0,0,0,524,170,11566,28,109,0,0,1636,0,31,0,0,0,0,0.0
8670,2014-12-01,2014,12,146,443554,0,0,70571,0,50568,126910,0,28,0,0,0,651,150,10944,118,0,0,0,1668,0,0,0,0,0,0,0.0
8671,2015-01-01,2015,1,146,259985,0,2,54452,0,51081,99792,0,28,0,0,0,676,88,9871,140,104,0,0,1947,0,52,0,0,0,0,0.0
8672,2015-02-01,2015,2,146,252674,0,0,54904,0,48621,98562,0,0,0,0,0,186,74,10362,28,206,0,0,1948,0,19,0,0,0,0,0.0
8673,2015-03-01,2015,3,146,298542,0,2,61418,0,60308,129798,0,0,0,0,0,540,62,10090,140,6,0,0,1651,0,7,0,5,0,30,0.0
8674,2015-04-01,2015,4,146,189196,0,0,48477,0,59651,93514,0,0,0,0,0,407,62,10254,70,114,0,0,1527,0,0,0,0,0,0,0.0
8675,2015-05-01,2015,5,146,184467,28,0,43252,0,59046,94216,0,0,0,0,0,93,92,9904,0,0,0,0,1455,0,0,0,0,0,0,1.0
8676,2015-06-01,2015,6,146,155696,40,0,41249,0,66965,93110,0,42,0,0,0,628,30,7126,28,14,0,0,1189,0,7,0,0,0,30,0.0
8677,2015-07-01,2015,7,146,148672,56,0,38782,0,65683,94699,0,0,0,0,0,114,20,9664,70,0,0,0,1504,0,7,0,0,0,0,0.0
8678,2015-08-01,2015,8,146,104715,0,2,36067,0,56071,62854,0,0,0,0,0,338,68,8250,14,14,0,0,1691,0,9,0,0,0,0,0.0
8679,2015-09-01,2015,9,146,153963,28,0,39854,0,63022,81856,0,100,0,0,0,342,76,8664,56,0,0,0,1511,0,20,0,0,0,0,1.0
8680,2015-10-01,2015,10,146,226153,0,4,41662,0,61771,91366,0,0,0,0,0,140,14,9155,10,0,0,0,1038,0,20,0,0,0,0,0.0
8681,2015-11-01,2015,11,146,274596,0,2,41316,0,58448,89584,0,180,0,0,0,156,10,8838,66,2,0,0,1214,0,11,0,0,0,0,1.0
8682,2015-12-01,2015,12,146,288137,0,0,41975,0,56053,106853,0,0,0,0,0,278,0,8235,84,7,0,0,1543,0,7,0,0,0,0,3.0
8683,2016-01-01,2016,1,146,241442,0,0,34231,0,53458,108070,0,0,0,0,0,228,41,7442,34,2,0,0,1029,0,25,7,0,0,0,2.0
8684,2016-02-01,2016,2,146,267323,0,0,42557,0,53852,115597,0,10,0,0,0,617,21,7807,84,0,0,0,893,0,0,0,0,0,0,1.0
8685,2016-03-01,2016,3,146,318160,77,0,44431,0,54448,139618,0,0,0,0,0,515,38,8872,14,2,0,0,1306,0,0,0,0,0,0,0.0
8686,2016-04-01,2016,4,146,188302,0,0,45187,0,57013,100017,0,0,0,0,0,178,34,6476,14,0,0,0,1016,0,7,0,0,0,0,1.0
8687,2016-05-01,2016,5,146,191630,0,0,37619,0,53483,98218,0,0,0,0,0,675,64,6641,0,0,0,0,1322,0,21,0,0,0,0,0.0
8688,2016-06-01,2016,6,146,166359,0,0,40385,0,59272,103568,0,0,0,0,0,148,72,7940,28,0,0,0,1232,0,17,0,0,0,0,0.0
8689,2016-07-01,2016,7,146,159911,0,0,34591,0,67946,103058,0,56,0,0,0,437,0,8694,112,14,0,0,1328,0,0,0,7,0,0,0.0
8690,2016-08-01,2016,8,146,98061,0,0,32433,0,62331,70520,0,0,0,0,0,0,20,8551,56,2,0,0,1225,0,0,0,0,0,0,0.0
8691,2016-09-01,2016,9,146,138438,100,0,33520,0,66039,70948,0,10,0,0,1,254,38,9684,0,2,0,0,1417,0,7,0,0,0,0,0.0
8692,2016-10-01,2016,10,146,197831,0,0,34492,0,60364,84580,0,10,0,0,0,161,0,7415,14,0,0,0,1100,0,14,0,7,0,0,0.0
8693,2016-11-01,2016,11,146,275270,0,0,40659,0,59679,95402,0,0,0,0,0,66,0,9016,66,0,0,0,1419,0,30,0,12,0,0,0.0
8694,2016-12-01,2016,12,146,305942,0,0,36516,0,52647,98847,0,21,0,0,0,534,24,7795,42,0,0,0,1293,0,65,0,0,0,0,1.0
8695,2017-01-01,2017,1,146,265891,28,0,42079,0,51932,114132,0,0,0,0,0,424,34,8641,42,0,0,0,1443,0,23,0,0,0,0,0.0
8696,2017-02-01,2017,2,146,230201,42,0,38392,0,49894,102461,0,0,0,0,0,424,42,8665,112,0,0,0,1224,0,75,0,0,0,0,0.0
8697,2017-03-01,2017,3,146,229559,0,2,40798,0,65585,133153,0,10,0,0,0,200,56,8045,98,2,0,0,1242,0,76,0,0,0,0,0.0
8698,2017-04-01,2017,4,146,163775,0,0,32345,0,51936,101988,0,0,0,0,0,714,14,5955,222,0,0,0,859,0,0,0,0,0,0,0.0
8699,2017-05-01,2017,5,146,179508,0,0,34502,0,57717,109406,0,0,0,0,0,14,10,9863,14,0,0,0,1060,0,10,0,0,0,0,0.0
8700,2017-06-01,2017,6,146,140796,0,0,35972,0,66011,105938,0,20,0,0,0,156,0,7479,206,7,0,0,1374,0,7,0,0,0,0,1.0
8701,2017-07-01,2017,7,146,137435,0,0,35691,0,70612,102120,0,52,0,0,0,335,14,8675,250,4,0,0,740,0,0,0,0,0,0,0.0
8702,2017-08-01,2017,8,146,104601,0,0,30397,0,67561,71670,0,10,0,0,0,421,50,6396,252,14,0,0,1012,0,8,0,0,0,0,0.0
8703,2017-09-01,2017,9,146,150987,356,0,33108,0,60461,76117,0,48,0,0,0,428,10,6322,392,2,0,0,1098,0,0,0,0,0,0,0.0
8704,2017-10-01,2017,10,146,204522,28,1,36881,0,60908,95410,10,48,0,0,0,363,0,6844,248,0,0,0,971,0,28,0,0,0,0,1.0
8705,2017-11-01,2017,11,146,261129,360,2,28987,0,58975,113640,0,11,0,0,0,35,10,7746,112,0,0,0,1237,0,0,0,2,0,0,2.0
8706,2012-12-01,2012,12,147,420598,212,0,66977,0,63000,135642,0,0,0,0,0,1156,28,26720,84,130,0,0,773,0,0,0,0,0,0,0.0
8707,2013-01-01,2013,1,147,305917,0,0,64941,0,69566,124785,0,0,0,0,0,1291,128,28472,56,18,0,0,573,0,0,0,0,0,10,0.0
8708,2013-02-01,2013,2,147,295354,41,1,57731,0,64682,144864,0,0,0,0,0,1134,14,22310,248,69,0,0,409,0,0,0,0,0,0,1.0
8709,2013-03-01,2013,3,147,275567,56,0,61675,0,67834,146855,0,60,0,0,0,433,28,23408,500,7,0,0,558,0,0,0,0,0,0,0.0
8710,2013-04-01,2013,4,147,203041,21,0,53577,300,70005,120240,0,0,0,0,0,769,34,22814,150,34,0,0,334,0,0,0,0,0,0,1.0
8711,2013-05-01,2013,5,147,215264,0,0,54999,0,75098,119037,0,0,0,0,0,715,98,23563,76,116,0,0,400,0,0,0,0,0,0,2.0
8712,2013-06-01,2013,6,147,175859,28,0,50405,0,76727,113890,0,0,0,0,0,987,0,23026,56,7,0,0,516,0,0,0,0,0,0,0.0
8713,2013-07-01,2013,7,147,178488,0,3,57339,300,92558,125389,0,60,0,0,0,647,35,22544,854,102,0,0,396,0,0,0,0,0,0,1.0
8714,2013-08-01,2013,8,147,129066,100,0,48370,0,80940,97859,0,18,0,0,0,851,21,19533,140,14,0,0,670,0,0,0,0,0,0,1.0
8715,2013-09-01,2013,9,147,167267,100,1,48998,0,78138,95488,0,44,0,0,0,386,128,20008,84,6,0,0,526,0,0,0,0,0,0,0.0
8716,2013-10-01,2013,10,147,233586,56,0,57073,0,77366,109998,0,50,0,0,0,577,84,24706,196,0,0,0,398,0,3,0,20,0,0,1.0
8717,2013-11-01,2013,11,147,313921,0,0,61950,0,75778,114458,0,0,0,0,0,865,0,26635,42,102,0,0,288,0,4,0,41,0,0,0.0
8718,2013-12-01,2013,12,147,358125,28,0,67318,0,65679,126669,0,90,0,0,0,1381,21,22218,84,130,0,0,586,0,0,0,0,0,10,0.0
8719,2014-01-01,2014,1,147,247144,0,8,60643,0,71531,124855,21,0,0,0,0,637,0,27100,28,28,0,0,444,0,0,0,0,0,0,2.0
8720,2014-02-01,2014,2,147,279890,0,0,59770,0,66874,140756,0,0,0,0,0,749,0,22600,28,4,0,0,472,0,2,0,0,0,0,0.0
8721,2014-03-01,2014,3,147,290737,15,2,62166,0,81499,157953,0,0,0,0,0,593,20,26054,126,130,0,0,502,0,0,0,5,0,0,0.0
8722,2014-04-01,2014,4,147,227902,21,0,60953,0,69662,140934,0,10,0,0,0,1057,34,25702,56,0,0,0,398,0,0,0,0,0,0,1.0
8723,2014-05-01,2014,5,147,201170,0,0,60034,0,76266,140694,0,0,0,0,0,582,20,24525,168,30,0,0,595,0,0,0,0,0,0,0.0
8724,2014-06-01,2014,6,147,179226,0,0,53296,0,79546,138978,0,0,0,0,0,667,0,25116,35,32,0,0,334,0,0,0,0,0,0,0.0
8725,2014-07-01,2014,7,147,164327,63,0,57192,0,88622,126374,0,0,0,0,0,993,0,21784,136,9,0,0,308,0,0,0,0,0,0,0.0
8726,2014-08-01,2014,8,147,115890,0,0,48084,0,74185,81458,0,20,0,0,0,556,20,23944,406,4,0,0,424,0,2,0,0,0,0,0.0
8727,2014-09-01,2014,9,147,166267,0,0,51928,0,79399,97602,0,60,0,0,0,973,84,21412,248,18,0,0,360,0,0,0,0,0,0,0.0
8728,2014-10-01,2014,10,147,242955,56,0,60446,0,74917,110307,0,70,0,0,0,356,0,24722,206,6,0,0,221,0,0,0,0,0,0,1.0
8729,2014-11-01,2014,11,147,307213,140,2,60544,0,72215,116102,0,0,0,0,0,504,41,22192,34,0,0,0,318,0,0,0,0,0,0,0.0
8730,2014-12-01,2014,12,147,423801,28,4,78672,0,68243,127576,0,0,0,0,0,999,20,23754,108,7,0,0,372,0,0,0,0,0,0,0.0
8731,2015-01-01,2015,1,147,261090,0,4,66636,0,72471,124706,0,72,0,0,0,366,0,26224,118,30,0,0,602,0,0,0,0,0,0,0.0
8732,2015-02-01,2015,2,147,266901,28,2,62024,0,61378,126748,0,0,0,0,0,152,104,20663,84,42,0,0,284,0,1,0,0,0,0,0.0
8733,2015-03-01,2015,3,147,270025,42,2,71140,0,75926,156394,0,20,0,0,0,780,0,24392,80,0,0,0,432,0,0,0,0,0,0,0.0
8734,2015-04-01,2015,4,147,188797,28,4,55496,0,70593,123630,0,10,0,0,0,205,0,18525,70,16,0,0,252,0,0,0,0,0,0,1.0
8735,2015-05-01,2015,5,147,172992,0,0,55606,0,67844,131758,0,0,0,0,0,151,0,20321,154,0,0,0,268,0,0,0,0,0,0,0.0
8736,2015-06-01,2015,6,147,159984,28,0,53955,0,74622,135630,0,0,0,0,0,286,21,17413,70,104,0,0,590,0,0,0,0,0,0,0.0
8737,2015-07-01,2015,7,147,140092,160,4,46672,0,83401,114744,0,0,0,0,0,814,20,17244,38,232,0,0,314,0,0,0,0,0,0,0.0
8738,2015-08-01,2015,8,147,98526,0,1,35417,0,76207,81766,0,0,0,0,0,184,0,14385,350,0,0,0,399,0,0,0,0,0,0,2.0
8739,2015-09-01,2015,9,147,153074,0,0,33906,0,83619,98499,0,0,0,0,0,396,39,15111,98,16,0,0,318,0,0,0,0,0,0,0.0
8740,2015-10-01,2015,10,147,212237,28,1,36170,0,77259,119592,0,0,0,0,0,166,20,15958,70,18,0,0,343,0,0,0,0,0,0,0.0
8741,2015-11-01,2015,11,147,247335,0,1,31944,0,79593,122618,0,0,0,0,0,386,56,16938,168,0,0,0,361,0,0,0,0,0,0,0.0
8742,2015-12-01,2015,12,147,257880,56,2,32454,0,69566,133498,0,0,0,0,0,213,14,18332,148,0,0,0,393,0,0,0,0,0,0,0.0
8743,2016-01-01,2016,1,147,228257,0,2,33909,0,72307,122183,0,0,0,0,0,422,28,15021,70,0,0,0,440,0,0,0,0,0,0,0.0
8744,2016-02-01,2016,2,147,270604,0,0,36781,0,72348,142834,0,0,0,0,0,442,20,14854,378,28,0,0,310,0,0,0,0,0,0,0.0
8745,2016-03-01,2016,3,147,290655,0,4,37911,0,68667,180022,0,0,0,0,0,160,0,13493,0,0,0,0,398,0,0,0,0,0,0,1.0
8746,2016-04-01,2016,4,147,191367,84,0,33800,0,76416,139131,0,0,0,0,0,609,70,15115,168,8,0,0,340,0,0,0,0,0,0,0.0
8747,2016-05-01,2016,5,147,162458,0,2,33516,0,72913,121391,0,10,0,0,0,282,20,13147,210,30,0,0,337,0,0,0,0,0,0,0.0
8748,2016-06-01,2016,6,147,151701,0,0,30656,0,84869,126826,0,0,0,0,0,759,0,14712,224,28,0,0,445,0,0,0,0,0,0,0.0
8749,2016-07-01,2016,7,147,155572,0,0,33376,0,83293,132654,0,10,0,0,0,392,20,13282,70,2,0,0,543,0,0,0,0,0,0,0.0
8750,2016-08-01,2016,8,147,106610,0,0,30514,0,87534,86695,0,0,0,0,0,137,84,13133,24,10,0,0,310,0,0,0,0,0,0,0.0
8751,2016-09-01,2016,9,147,138293,80,0,35065,0,79787,99058,0,0,0,0,0,242,0,10145,136,2,0,0,350,0,0,0,0,0,0,0.0
8752,2016-10-01,2016,10,147,196876,0,0,32184,0,72110,104310,0,42,0,0,0,163,20,13613,304,2,0,0,241,0,0,0,0,0,0,1.0
8753,2016-11-01,2016,11,147,271256,0,2,32643,0,71566,118182,0,42,0,0,0,178,120,14019,290,56,0,0,229,0,0,0,0,0,0,0.0
8754,2016-12-01,2016,12,147,316235,0,2,36287,0,69604,126997,0,30,0,0,0,634,0,12653,280,6,0,0,376,0,12,0,0,0,0,0.0
8755,2017-01-01,2017,1,147,259411,20,0,34028,0,65819,130757,0,10,0,0,0,504,20,12530,154,7,0,0,188,0,0,0,0,0,0,0.0
8756,2017-02-01,2017,2,147,219554,0,25,31551,0,67740,125627,0,0,0,0,0,229,0,12468,224,0,0,0,236,0,0,0,0,0,0,0.0
8757,2017-03-01,2017,3,147,232782,28,6,37847,0,78858,158650,0,0,0,0,0,298,20,13577,384,28,0,0,333,0,0,0,0,0,0,0.0
8758,2017-04-01,2017,4,147,163043,21,0,32740,0,68766,125409,0,0,0,0,0,106,14,13317,244,28,0,0,323,0,1,0,0,0,0,0.0
8759,2017-05-01,2017,5,147,170382,0,4,32372,0,76688,140721,0,0,0,0,0,174,10,11307,618,4,0,0,252,0,2,0,0,0,0,0.0
8760,2017-06-01,2017,6,147,136170,0,0,30828,0,94810,129261,0,56,0,0,0,242,66,13349,336,25,0,0,497,0,0,0,0,0,0,0.0
8761,2017-07-01,2017,7,147,131403,0,0,30244,0,85147,133978,0,10,0,0,0,74,124,11386,700,14,0,0,252,0,0,0,0,0,0,0.0
8762,2017-08-01,2017,8,147,123705,0,0,29401,0,79020,95811,0,0,0,0,0,134,0,9232,476,4,0,0,451,0,0,0,0,0,0,0.0
8763,2017-09-01,2017,9,147,143118,0,0,28763,0,79526,108900,0,73,0,0,0,58,20,12970,336,0,0,0,348,0,0,0,0,0,0,0.0
8764,2017-10-01,2017,10,147,192370,0,0,34591,0,77754,109180,0,42,0,0,0,279,50,12166,294,9,0,0,380,0,0,0,0,0,0,1.0
8765,2017-11-01,2017,11,147,249597,56,2,33775,0,72908,123176,0,84,0,0,0,533,14,11826,588,0,0,0,251,0,0,0,0,0,0,0.0
8766,2012-12-01,2012,12,148,181097,0,0,16567,0,29120,59534,0,51,0,0,0,0,60,12285,28,2,0,0,0,0,0,0,0,0,0,1.0
8767,2013-01-01,2013,1,148,139737,21,0,14898,0,33196,62608,0,6,0,0,0,26,14,10435,28,0,0,30,56,0,0,0,0,0,0,2.0
8768,2013-02-01,2013,2,148,143066,100,0,14142,0,30867,59232,0,40,0,0,0,98,60,10637,14,2,0,0,0,0,0,0,0,0,0,0.0
8769,2013-03-01,2013,3,148,132166,0,6,14843,0,30705,64164,0,96,0,0,0,0,14,12025,10,2,0,0,56,0,0,0,0,0,0,0.0
8770,2013-04-01,2013,4,148,100918,0,0,14871,0,34993,50757,0,42,0,0,0,200,74,12005,42,3,0,0,0,0,0,0,0,0,0,0.0
8771,2013-05-01,2013,5,148,96824,128,0,14804,0,34869,58954,0,31,0,0,0,0,20,10211,28,0,0,0,56,0,0,0,0,0,0,1.0
8772,2013-06-01,2013,6,148,84682,0,2,11962,0,34722,57396,0,52,0,0,0,212,100,9276,14,0,0,0,56,0,0,0,0,0,0,2.0
8773,2013-07-01,2013,7,148,87375,0,0,16159,0,44468,67382,0,82,0,0,0,14,0,9207,14,37,0,0,28,0,0,0,0,0,0,0.0
8774,2013-08-01,2013,8,148,51659,21,0,13160,0,36945,42368,0,21,0,0,0,0,64,10517,28,2,0,0,56,0,0,0,0,0,0,3.0
8775,2013-09-01,2013,9,148,72999,56,2,13828,0,36079,44268,0,10,0,0,0,0,0,8358,0,6,0,0,0,0,0,0,0,0,0,0.0
8776,2013-10-01,2013,10,148,105058,0,4,14750,0,34814,51862,0,63,0,0,0,0,60,10054,14,2,0,0,56,0,0,0,0,0,0,0.0
8777,2013-11-01,2013,11,148,118548,56,0,14474,0,31000,56168,0,0,0,0,0,100,0,9964,64,11,0,0,56,0,0,0,0,0,0,2.0
8778,2013-12-01,2013,12,148,158710,28,2,16763,0,30329,57716,0,115,0,0,0,0,60,10956,68,0,0,0,20,0,5,0,0,0,0,1.0
8779,2014-01-01,2014,1,148,115798,56,2,14332,0,36301,56535,0,42,0,0,0,221,0,9688,56,0,0,0,56,0,8,0,0,0,0,1.0
8780,2014-02-01,2014,2,148,116667,0,0,14099,0,29372,61340,0,55,0,0,0,100,60,8732,0,0,0,0,0,0,0,0,0,0,0,0.0
8781,2014-03-01,2014,3,148,122611,56,0,14643,0,35246,66414,0,10,0,0,0,0,60,9529,0,0,0,0,56,0,0,0,0,0,0,2.0
8782,2014-04-01,2014,4,148,97142,0,0,16429,0,33145,63340,0,10,0,0,0,0,20,9684,84,0,0,0,0,0,0,0,0,0,0,0.0
8783,2014-05-01,2014,5,148,86133,0,0,13801,0,34457,57324,0,10,0,0,0,70,0,9938,42,0,0,0,0,0,19,0,0,0,0,0.0
8784,2014-06-01,2014,6,148,82576,356,0,15530,0,37836,59003,0,40,0,0,0,0,60,8871,28,7,0,0,76,0,0,0,0,0,0,0.0
8785,2014-07-01,2014,7,148,66714,0,0,16672,0,38902,50250,0,146,0,0,0,0,21,9929,98,4,0,0,0,0,0,0,0,0,0,0.0
8786,2014-08-01,2014,8,148,46714,0,0,11121,0,34140,38904,0,21,0,0,0,0,60,8691,90,3,0,0,21,0,0,0,0,0,0,0.0
8787,2014-09-01,2014,9,148,74164,56,0,14070,0,39062,44147,0,31,0,0,0,35,0,9201,70,2,0,0,56,0,4,0,0,0,0,0.0
8788,2014-10-01,2014,10,148,97808,56,0,12938,0,32454,53061,0,0,0,0,0,0,60,10949,0,100,0,0,56,0,0,0,0,0,0,1.0
8789,2014-11-01,2014,11,148,128566,30,0,13395,0,31945,56682,0,94,0,0,0,21,69,7955,112,0,0,0,28,0,0,0,0,0,0,1.0
8790,2014-12-01,2014,12,148,177957,21,0,16201,0,28216,65948,0,30,0,0,0,0,0,10104,0,0,0,0,56,0,0,0,0,0,0,0.0
8791,2015-01-01,2015,1,148,107716,0,0,12336,0,34891,54714,0,72,0,0,0,0,60,9267,0,0,0,0,0,0,2,0,0,0,0,0.0
8792,2015-02-01,2015,2,148,115190,114,0,12759,0,29899,58148,0,62,0,0,0,21,0,8127,56,0,0,0,56,0,0,0,0,0,0,0.0
8793,2015-03-01,2015,3,148,125039,0,0,13803,0,32648,69242,0,70,0,0,0,121,60,9306,42,0,0,0,0,0,0,0,0,0,0,0.0
8794,2015-04-01,2015,4,148,75504,56,0,12648,0,30698,51848,0,10,0,0,0,21,0,7794,14,0,0,0,56,0,8,1,0,0,0,0.0
8795,2015-05-01,2015,5,148,66374,56,0,12394,0,31969,52602,0,21,0,0,0,0,60,8075,56,0,0,0,56,0,0,0,0,0,0,0.0
8796,2015-06-01,2015,6,148,63896,0,0,10386,0,35489,56388,0,164,0,0,0,100,0,6663,14,0,0,0,0,0,0,0,0,0,0,0.0
8797,2015-07-01,2015,7,148,63915,0,0,13161,0,35960,53803,0,151,0,0,0,0,60,6864,56,2,0,0,56,0,7,0,0,0,0,0.0
8798,2015-08-01,2015,8,148,39853,0,0,9897,200,30761,34797,0,62,0,0,0,0,60,6110,56,28,0,0,0,0,0,0,0,0,0,2.0
8799,2015-09-01,2015,9,148,60381,0,0,11999,0,37953,43583,0,26,0,0,0,0,0,5934,14,2,0,0,76,0,3,0,0,0,0,0.0
8800,2015-10-01,2015,10,148,88825,0,0,13268,0,31205,52889,0,73,0,0,0,21,0,7376,56,0,0,0,0,0,0,0,0,0,0,0.0
